Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Lonely (with benny blanco)","Justin Bieber","Lonely (with benny blanco)","journey","Playlist","USUM72019170","4y4spB9m0Q6026KfkAvy9Q"
"Put Your Records On","Ritt Momney","Put Your Records On","journey","Playlist","USQX92004148","6AGOKlMZWLCaEJGnaROtF9"
"Holy (feat. Chance The Rapper)","Justin Bieber","Holy","journey","Playlist","USUM72017013","5u1n1kITHCxxp8twBcZxWy"
"HIGHEST IN THE ROOM","Travis Scott","HIGHEST IN THE ROOM","journey","Playlist","USSM11904276","3eekarcy7kvN4yt5ZFzltW"
"goosebumps","Travis Scott","Birds In The Trap Sing McKnight","journey","Playlist","USSM11607555","6gBFPUFcJLzWGx4lenP6h2"
"SICKO MODE","Travis Scott","ASTROWORLD","journey","Playlist","USSM11806660","2xLMifQCjDGFmkHkpNLD9h"
"POWER","Kanye West","My Beautiful Dark Twisted Fantasy","journey","Playlist","USUM71018220","2gZUPNdnz5Y45eiGxpHGSc"
"Ni**as In Paris","JAY-Z","Watch The Throne (Deluxe)","journey","Playlist","USUM71111621","4Li2WHPkuyCdtmokzW2007"
"FourFiveSeconds","Rihanna","FourFiveSeconds","journey","Playlist","USJMT1500001","78TTtXnFQPzwqlbtbwqN0y"
"Runaway","Kanye West","My Beautiful Dark Twisted Fantasy","journey","Playlist","USUM71027402","3DK6m7It6Pw857FcQftMds"
"Stan","Eminem","The Marshall Mathers LP","journey","Playlist","USIR10001280","3UmaczJpikHgJFyBTAJVoz"
"Call Me Maybe","Carly Rae Jepsen","Kiss","journey","Playlist","CAB391100615","20I6sIOMTCkB6w7ryavxtO"
"Roar","Katy Perry","PRISM (Deluxe)","journey","Playlist","USUM71308669","6F5c58TMEs1byxUstkzVeM"
"The Chain - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","journey","Playlist","USWB11301116","5e9TFTbltYBg2xThimr0rU"
"Go Your Own Way - 2004 Remaster","Fleetwood Mac","Rumours","journey","Playlist","USWB10400050","07GvNcU1WdyZJq3XxP0kZa"
"Everywhere - 2017 Remaster","Fleetwood Mac","Tango In the Night (Deluxe Edition)","journey","Playlist","USRH11602189","254bXAqt3zP6P50BdQvEsq"
"This Love","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431399","4L560fic5PaTuCFm6CviKa"
"Wildest Dreams","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431379","4A4A6dwl5DqdqrZaEtKGPR"
"Mood Swings (feat. Lil Tjay)","Pop Smoke","Shoot For The Stars Aim For The Moon","journey","Playlist","USUM72013632","5rZlwNFl01HqLWBQGryKSm"
"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","Avicii","I Could Be The One [Avicii vs Nicky Romero]","journey","Playlist","SEUM71201601","1sh6lL6cmlcwhqZKGiKBua"
"Animals","Martin Garrix","Animals","journey","Playlist","NLZ541300467","3UYoev0lNrP5jfcgxbxkRb"
"One","Swedish House Mafia","One (Your Name)","journey","Playlist","GBAAA1000093","4xr1Azj8mCbz6u8CITf8ef"
"Gangsta's Paradise","Coolio","Gangsta's Paradise","journey","Playlist","USTB10400128","7lQWRAjyhTpCWFC0jmclT4"
"Don't Stop - 2004 Remaster","Fleetwood Mac","Rumours","journey","Playlist","USWB10400049","4bEb3KE4mSKlTFjtWJQBqO"
"Landslide","Fleetwood Mac","Fleetwood Mac","journey","Playlist","USWB19903197","5ihS6UUlyQAfmp48eSkxuQ"
"Born to Run","Bruce Springsteen","Born To Run","journey","Playlist","USSM17500423","6hTcuIQa0sxrrByu9wTD7s"
"Dreams - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","journey","Playlist","USWB11301111","0ofHAoxe9vBkTCp2UQIavz"
"Mood (feat. iann dior)","24kGoldn","Mood (feat. iann dior)","journey","Playlist","USQX92003025","3tjFYV6RSFtuktYl3ZtYcq"
"Resurrection - Axwell's Recut Club Version","Michael Calfan","Resurrection","journey","Playlist","GBKCF1100196","1zAOEuwDTD8LWoeUJpD86F"
"Feel So Close - Radio Edit","Calvin Harris","18 Months","journey","Playlist","GBARL1100748","1gihuPhrLraKYrJMAEONyc"
"Wild Ones (feat. Sia)","Flo Rida","Wild Ones","journey","Playlist","USAT21104103","1NpW5kyvO4XrNJ3rnfcNy3"
"Party Rock Anthem","LMFAO","Sorry For Party Rocking","journey","Playlist","USUM71100061","7mitXLIMCflkhZiD34uEQI"
"Cosby Sweater","Hilltop Hoods","Walking Under Stars","journey","Playlist","AUHT01403003","6myDPrp86x4Lhyp5aqU0EV"
"Whistle","Flo Rida","Wild Ones","journey","Playlist","USAT21201745","3bC1ahPIYt1btJzSSEyyrF"
"How You Like That","BLACKPINK","How You Like That","journey","Playlist","KRA402000111","3vAn0qZzdyuHamcrpkfiX3"
"Find Yourself - Original Mix","John O'Callaghan","Find Yourself","journey","Playlist","NLF710902652","0P6WrsKYBNPmD48VPWOCWZ"
"m.A.A.d city","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","journey","Playlist","USUM71210784","3qX1dqmDdmMvvfMVfsx4Bh"
"Money Trees","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","journey","Playlist","USUM71210785","0UtnpKaReKUg2GquaSxCyD"
"Redline - Radio Edit","Wolfgang Gartner","Redline (Radio Edit)","journey","Playlist","USUS11200223","72yrTOnehmi3S82axqhEkF"
"Uptown Girl","Billy Joel","An Innocent Man","journey","Playlist","USSM18300270","5zA8vzDGqPl2AzZkEYQGKh"
"We Didn't Start the Fire","Billy Joel","Storm Front","journey","Playlist","USSM18900217","3Cx4yrFaX8CeHwBMReOWXI"
"Hold Back The River","James Bay","Chaos And The Calm","journey","Playlist","USUM71413733","1KZyVnyptQcPzkx7ELCnZC"
"Save The World","Swedish House Mafia","Save The World","journey","Playlist","GBAAA1100047","65hRZOQkVjmBdusz1N7aOv"
"Call on Me - Radio Mix","Eric Prydz","Call on Me (Radio Mix)","journey","Playlist","GBCEN0400130","1xNcBAoUw8Hz6LqK2jt4Ff"
"I Will Never Let You Down","Rita Ora","I Will Never Let You Down","journey","Playlist","USQX91400359","2ia7iiEtpiOL2ZVuWxBZGB"
"On My Mind","Disciples","On My Mind","journey","Playlist","GBAYE1700565","5Xc74Dn1ZKH6H8XaVGOHXG"
"Sweet Lovin' - Radio Edit","Sigala","Sweet Lovin'","journey","Playlist","GBCEN1501435","1cKkc3YG4wFcGVVv6jGLPa"
"Million Voices - Radio Edit","Otto Knows","Million Voices","journey","Playlist","GBJ4B1200096","0MOiv7WTXCqvm89lVCf9C8"
"Give Me Your Love","Sigala","Brighter Days","journey","Playlist","GBCEN1602122","1plzDKavZ6EkVk91RPYd1L"
"Waiting All Night (feat. Ella Eyre)","Rudimental","Waiting All Night","journey","Playlist","GBAHS1200493","666elemQTQGi8xbjAAdIgB"
"I Like It Like That (feat. New Boyz)","Hot Chelle Rae","Whatever","journey","Playlist","USRC11100786","6eFahAdQgABBj1XOM99cBG"
"Tonight Tonight","Hot Chelle Rae","Whatever","journey","Playlist","USJI11100019","2i0AUcEnsDm3dsqLrFWUCq"
"Classic","MKTO","MKTO","journey","Playlist","USSM11301446","3BJm2KbylyJuzZjRUFXLBJ"
"Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","journey","Playlist","GBARL1401524","32OlwWuMpZ6b0aN2RZOeMS"
"Blinding Lights","The Weeknd","After Hours","journey","Playlist","USUG11904206","0VjIjW4GlUZAMYd2vXMi3b"
"Boss Bitch","Doja Cat","Boss Bitch","journey","Playlist","USAT21907355","78qd8dvwea0Gosb6Fe6j3k"
"Supalonely","BENEE","STELLA & STEVE","journey","Playlist","USUM71922597","4nK5YrxbMGZstTLbvj6Gxw"
"Physical","Dua Lipa","Physical","journey","Playlist","GBAHT1901298","5px6upUHM3fhOP621Edp4V"
"Pump It Up","Endor","Pump It Up","journey","Playlist","GBCPZ1916610","0GiwV6v3AgJfdu59tj719Y"
"Rushing Back","Flume","Rushing Back","journey","Playlist","AUFF01900128","2zoNNEAyPK2OGDfajardlY"
"Lose Control","MEDUZA","Lose Control","journey","Playlist","DEUM71905792","7CHi4DtfK4heMlQaudCuHK"
"Roses - Imanbek Remix","SAINt JHN","Roses (Imanbek Remix)","journey","Playlist","RUB421901499","24Yi9hE78yPEbZ4kxyoXAI"
"Enter Sandman","Metallica","Metallica","journey","Playlist","GBF089190013","5sICkBXVmaCQk5aISGR3x1"
"The Box","Roddy Ricch","Please Excuse Me for Being Antisocial","journey","Playlist","USAT21906978","0nbXyq5TXYPCO7pr3N8S4I"
"The Rhythm of the Night","Corona","The Rhythm of the Night","journey","Playlist","ITA199800041","0ofMkI3jzmGCElAOgOLeo3"
"Hotel California - 2013 Remaster","Eagles","Hotel California (2013 Remaster)","journey","Playlist","USEE11300353","40riOy7x9W7GXjyGp4pjAv"
"You Can't Hurry Love - 2016 Remaster","Phil Collins","Hello, I Must Be Going! (Deluxe Edition)","journey","Playlist","USRH11509315","4YwbSZaYeYja8Umyt222Qf"
"Can't Stop","Red Hot Chili Peppers","By the Way (Deluxe Edition)","journey","Playlist","USWB10201694","3ZOEytgrvLwQaqXreDs2Jx"
"Californication","Red Hot Chili Peppers","Californication (Deluxe Edition)","journey","Playlist","USWB19900690","48UPSzbZjgc449aqz8bxox"
"Talking Body","Tove Lo","Queen Of The Clouds","journey","Playlist","SEUM71401533","7cgu4JBW3hq1GwTM1ilkKQ"
"Stay High - Habits Remix","Tove Lo","Queen Of The Clouds","journey","Playlist","SEUM71400257","5JCi3pyggvk4B0yd0BK3ow"
"Don't Lose My Number","Phil Collins","No Jacket Required","journey","Playlist","USWI19600225","0fbOMLSpsvXvBkJBircrcz"
"Sussudio","Phil Collins","No Jacket Required","journey","Playlist","USWI19600220","07zkNvtcmPOFlMOXbma13k"
"In The Air Tonight","Phil Collins","Face Value","journey","Playlist","USAT28400020","7Dbg5O9nNWu6SWxDjJ9qoq"
"Walking On Sunshine - Band's Original Version","Katrina & The Waves","Walking On Sunshine","journey","Playlist","GBDNM0900071","5xxLqY3IOXZx8zfH9oD3CS"
"True Faith '94","New Order","The Best of New Order","journey","Playlist","GBANP9400057","01jBLs7IZQzPt3dVdn5rDa"
"In Too Deep - Remastered 2007","Genesis","Invisible Touch","journey","Playlist","GBAAA0700782","4tmvNDYDxzspyUTVckmwI9"
"Land Of Confusion - Remastered 2007","Genesis","Invisible Touch","journey","Playlist","GBAAA0700780","2oiMNaVCul7qmMzpRStjCg"
"Man On the Corner - 2007 - Remaster","Genesis","Abacab","journey","Playlist","GBAAA0700172","45ZnXwjxt9H2S2zPubSZi9"
"Invisible Touch - Remastered 2007","Genesis","Invisible Touch","journey","Playlist","GBAAA0700779","480dDrqG7LO6qDaphHeXlM"
"Heaven Is A Place On Earth","Belinda Carlisle","This Is... 1987","journey","Playlist","GBAAA8700010","1pwftTVLwQtgUGWg0PAQP8"
"Good as Hell (feat. Ariana Grande) - Remix","Lizzo","Good as Hell (feat. Ariana Grande) [Remix]","journey","Playlist","USAT21906086","07Oz5StQ7GRoygNLaXs2pd"
"A Lonely Night","The Weeknd","Starboy","journey","Playlist","USUG11601006","0ifooM33X1iBxVYyOkSbXW"
"Heartless","The Weeknd","Heartless","journey","Playlist","USUG11904007","57vxBYXtHMk6H1aD29V7PU"
"Can't Feel My Face","The Weeknd","Beauty Behind The Madness","journey","Playlist","USUG11500741","22VdIZQfgXJea34mQxlt81"
"Blinding Lights","The Weeknd","Blinding Lights","journey","Playlist","USUG11904206","0sf12qNH5qcw8qpgymFOqD"
"Beautiful People (feat. Khalid)","Ed Sheeran","No.6 Collaborations Project","journey","Playlist","GBAHS1900885","70eFcWOvlMObDhURTqT4Fv"
"紅蓮華","LiSA","Gurenge","journey","Playlist","JPU901900905","23DbzwNJSLo7nkSWjODMvY"
"heavenly blue","Kalafina","Kalafina All Time Best 2008-2018","journey","Playlist","JPU901400462","3v2Nbh2EkTRLcotN4GGf8y"
"to the beginning","Kalafina","Kalafina All Time Best 2008-2018","journey","Playlist","JPU901200381","6KQRnYGlZtZphzDp8SlZXw"
"Thank You for Being a Friend","Andrew Gold","Thank You for Being a Friend: The Best of Andrew Gold","journey","Playlist","USEE10183939","2LvvGWNSVvxmlH2GE9Byyl"
"プライド革命","CHiCO with HoneyWorks","Sekai Ha i Ni Michiteiru","journey","Playlist","JPX401500068","7uD3cE6aiSFKdJO30k2vbZ"
"Ride It","Regard","Ride It","journey","Playlist","GBCEN1900047","2tnVG71enUj33Ic2nFN6kZ"
"Give It Up","KC & The Sunshine Band","All In a Night's Work (Expanded Version)","journey","Playlist","USSM19801505","3yDhZq8f17SmumVmEyCaRN"
"Dogs","HVOB","HVOB","journey","Playlist","DEKN60900480","0zrkhUioXYFXiNfVMcmdNY"
"Circles","Post Malone","Hollywood's Bleeding","journey","Playlist","USUM71915699","21jGcNKet2qwijlDFuPiPb"
"Blanco","Pitbull","Blanco","journey","Playlist","USUM70957020","3weALpqEELa1OpaQC1yScV"
"Give It To Me","Timbaland","Shock Value","journey","Playlist","USUM70700995","2KJNLv7wty3DYz8hT0J1Up"
"Maneater","Nelly Furtado","Loose","journey","Playlist","USUM70601449","4wH4dJgrsxONID6KS2tDQM"
"After Life (feat. Stacy Barthe)","Tchami","After Life (feat. Stacy Barthe)","journey","Playlist","USLD90810905","3dhPpCQvw3kn7so6mkTbJ3"
"You Got to Love Me","DAVID AUGUST","You Got to Love Me","journey","Playlist","DEDH71100064","7uRRcR7qb7nJSaLfSQlWiL"
"I Want You Back","The Jackson 5","Diana Ross Presents The Jackson 5","journey","Playlist","USMO19400306","5LxvwujISqiB8vpRYv887S"
"ABC","The Jackson 5","ABC","journey","Playlist","USMO17082628","6D8kc7RO0rqBLSo2YPflJ5"
"Blame It on the Boogie","The Jacksons","Destiny","journey","Playlist","USSM17801024","3qI94hINNNeb4S7xQi18lS"
"You're the Voice","John Farnham","Collections","journey","Playlist","AUBM08641001","5NwkWwfRJaT55hEPtCmJHx"
"Stay The Night - Featuring Hayley Williams Of Paramore","Zedd","Clarity - Deluxe","journey","Playlist","USUM71311478","4bT2zLVv2T4GiK9q9KtI0v"
"Hold On, We're Going Home","Drake","Nothing Was The Same (Deluxe)","journey","Playlist","USCM51300762","14Rcq31SafFBHNEwXrtR2B"
"One Day","Matisyahu","Light","journey","Playlist","USSM10903701","5JlqbEj7Bbh2RdZgcO5kJE"
"Talk (feat. Disclosure)","Khalid","Free Spirit","journey","Playlist","USRC11900004","6TqXcAFInzjp0bODyvrWEq"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","ME!","journey","Playlist","USUG11901267","4Sib57MmYGJzSvkW84jTwh"
"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X","Old Town Road","journey","Playlist","USSM11902498","6u7jPi22kF8CTQ3rb9DHE7"
"If I Can't Have You","Shawn Mendes","If I Can't Have You","journey","Playlist","USUM71907349","6LsAAHotRLMOHfCsSfYCsz"
"I Don't Care (with Justin Bieber)","Ed Sheeran","I Don't Care (with Justin Bieber)","journey","Playlist","GBAHS1900672","3HVWdVOQ0ZA45FuZGSfvns"
"Nobody Said It Was Easy","Evil Activities","Evil's Greatest Activities","journey","Playlist","NLC050800040","7yKNBcrfAPCVKBUnQcM5UV"
"Ride","Empire Of The Sun","Two Vines","journey","Playlist","AUUM71600594","0xP3b8gXKHQu3ACzu4dCf2"
"Way To Go","Empire Of The Sun","Two Vines","journey","Playlist","AUUM71600596","1cKfbgfOojLCCBTYvH6J57"
"Tongue Tied","GROUPLOVE","Never Trust a Happy Song","journey","Playlist","USAT21101334","0GO8y8jQk1PkHzS31d699N"
"Old Flavours","Empire Of The Sun","Ice On The Dune","journey","Playlist","AUEI11300014","77E3oQlhuI5ZPrVh5FoT3z"
"Friends","Empire Of The Sun","Two Vines","journey","Playlist","AUUM71600593","7zebYDpYfiQkFiyGvkfXhb"
"Find Yourself","John O'Callaghan","Find Yourself","journey","Playlist","NLF710902816","11aaEsw25frPMj9hszZy2q"
"Alive","Empire Of The Sun","Ice On The Dune","journey","Playlist","AUEI11300006","2O9O26335YYVckmRgPKY3s"
"We Are The People","Empire Of The Sun","Walking On A Dream (10th Anniversary Edition)","journey","Playlist","AUEI10800041","3zEN0ii6s4DHHBpnTp3RP7"
"Chrysalis","Empire Of The Sun","Walking On A Dream (10th Anniversary Edition)","journey","Playlist","AUUM71801224","3Wu1laMLkRxvDSB6zchkwf"
"High And Low","Empire Of The Sun","Two Vines (Deluxe)","journey","Playlist","AUUM71600588","34WI9hCaE3AzbOYT9wFXLP"
"Raise Your Weapon","deadmau5","4x4=12","journey","Playlist","GBTDG1000211","0F539Pcn7LDa2MbBhDe3Tw"
"Don't You Worry Child - Radio Edit","Swedish House Mafia","Don't You Worry Child","journey","Playlist","GBAAA1200728","2V65y3PX4DkRhy1djlxd9p"
"High And Low","Empire Of The Sun","Two Vines","journey","Playlist","AUUM71600588","2Q7PDjPz7h559wBF97lO07"
"Piano Man","Billy Joel","Piano Man (Legacy Edition)","journey","Playlist","USSM17300504","70C4NyhjD5OZUMzvWZ3njJ"
"All Summer Long","Kid Rock","All Summer Long","journey","Playlist","USAT20704333","6DsxePZXexaZgZKEdgXOh8"
"Dancing On The Ceiling","Lionel Richie","Dancing On The Ceiling (Expanded Edition)","journey","Playlist","USMO18682745","0snPJPxkk0MbTc0xeUvAPt"
"California - Tchad Blake Mix","Phantom Planet","Phantom Planet","journey","Playlist","USSM10105453","1PPwghTeQBBKkEGJrf6noY"
"Go Your Own Way","Fleetwood Mac","Rumours","journey","Playlist","USWB19900181","0FeCO85RKW8fDRytwXof2x"
"Life Is A Highway","Tom Cochrane","Mad Mad World","journey","Playlist","CAE159100001","0hKF8N8aflF1uDzEEnPr2j"
"Boogie Wonderland","Earth, Wind & Fire","I Am","journey","Playlist","USSM19922860","6ztstiyZL6FXzh4aG46ZPD"
"Sweet Home Alabama","Lynyrd Skynyrd","Second Helping","journey","Playlist","USMC17446153","4CJVkjo5WpmUAKp3R44LNb"
"I'm Still Standing","Elton John","Rocket Man (Deluxe Edition)","journey","Playlist","GBALX8300190","0lzpfrTARexLFXEACKSXTh"
"December, 1963 (Oh, What a Night)","Frankie Valli & The Four Seasons","December, 1963 (Oh, What a Night) / Slip Away","journey","Playlist","USRH10802792","4nuPrKithHbRJXuA9spwu4"
"Waitin' on a Sunny Day","Bruce Springsteen","Waitin' On A Sunny Day","journey","Playlist","USSM10209159","0n51UN1pxR2ZKgCCiJTpO5"
"Body (feat. brando)","Loud Luxury","Body (feat. brando)","journey","Playlist","NLF711710457","7K7MUBCnzgBAvMVW2RTWNs"
"3 Nights","Dominic Fike","Don't Forget About Me, Demos","journey","Playlist","USQX91802455","1tNJrcVe6gwLEiZCtprs1u"
"Chances","Backstreet Boys","Chances","journey","Playlist","USRC11803316","5J783SDlyitqvLFAzTm0jU"
"Everybody (Backstreet's Back) - Radio Edit","Backstreet Boys","Backstreet's Back","journey","Playlist","USJI19710083","1di1BEgJYzPvXUuinsYJGP"
"I Want It That Way","Backstreet Boys","The Hits--Chapter One","journey","Playlist","USJI19910614","6e40mgJiCid5HRAGrbpGA6"
"Leave Me Lonely","Hilltop Hoods","The Great Expanse","journey","Playlist","AUHT01800201","26gEW3DUEK0n8n5fvnYrPE"
"Tougher Than the Rest","Bruce Springsteen","Tunnel Of Love","journey","Playlist","USSM18700360","7i0VrdLCDhvgWXfcT6EQJG"
"Streets of Philadelphia - Single Edit","Bruce Springsteen","Greatest Hits","journey","Playlist","USSM19303834","0oVSvrU612xkj7vbvbUAT2"
"Price Tag","Jessie J","Who You Are (Platinum Edition)","journey","Playlist","USUM71029357","2fTsFCKRFQ5M0igJgabnLA"
"Midsummer Madness","88rising","Head In The Clouds","journey","Playlist","ZZOPM1800318","6TodWdTSDfzwgYynTZSvJn"
"Bubbly","Colbie Caillat","Coco","journey","Playlist","USUM70736197","1lkvpmrCaXK8QtliFDcHBO"
"The Way You Make Me Feel - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","journey","Playlist","USSM11204981","0sKlV58cODrjxGFOyf9IXY"
"Good Time","Owl City","The Midsummer Station","journey","Playlist","USUM71206288","1kPpge9JDLpcj15qgrPbYX"
"Fireflies","Owl City","Ocean Eyes","journey","Playlist","USUM70972068","3DamFFqW32WihKkTVlwTYQ"
"Lanterns","Birds Of Tokyo","March Fires","journey","Playlist","AUYO01200090","1w1LOtv2BM2C5pK4LG7SJ6"
"Lost in the Fire","Gesaffelstein","Lost in the Fire","journey","Playlist","USQX91803314","7wFybC8jBH3zE139OpCtpG"
"When You Walk in the Room","Paul Carrack","One Good Reason","journey","Playlist","GBAYK8700052","4SByRm49LWQlobusVS7dcZ"
"Sweet but Psycho","Ava Max","Sweet but Psycho","journey","Playlist","USAT21802011","25sgk305KZfyuqVBQIahim"
"Thunder Road","Bruce Springsteen","Born To Run","journey","Playlist","USSM19904335","56lhDZNQ5J47aog6mGKeGk"
"The Sound of Silence","Disturbed","Immortalized (Deluxe Edition)","journey","Playlist","USRE11500180","0eZBeB2xFIS65jQHerispi"
"This Feeling","The Chainsmokers","Sick Boy","journey","Playlist","USQX91802210","4NBTZtAt1F13VvlSKe6KTl"
"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)","B.o.B","B.o.B Presents: The Adventures of Bobby Ray","journey","Playlist","USAT21000549","2bnDTGikdoO8CwzlAPyBHR"
"Marry You","Bruno Mars","Doo-Wops & Hooligans","journey","Playlist","USAT21001887","22PMfvdz35fFKYnJyMn077"
"The Lazy Song","Bruno Mars","Doo-Wops & Hooligans","journey","Playlist","USAT21001886","1ExfPZEiahqhLyajhybFeS"
"Treasure","Bruno Mars","Unorthodox Jukebox","journey","Playlist","USAT21206909","55h7vJchibLdUkxdlX3fK7"
"Baby I'm Yours","Breakbot","By Your Side","journey","Playlist","FR0NT0900390","0tZkVZ9DeAa0MNK2gY5NtV"
"One More Time - Radio Edit [Short Radio Edit]","Daft Punk","Musique, Vol. 1","journey","Playlist","GBDUW0000054","0ijhkvBpA7OBlY4clWSUZw"
"Riptide","Vance Joy","Dream Your Life Away","journey","Playlist","AULI01385760","5ma71INSTL8sY1HzjVBj2g"
"Digital Love","Daft Punk","Discovery","journey","Playlist","GBDUW0000058","2VEZx7NWsZ1D0eJ4uv5Fym"
"Contact","Daft Punk","Random Access Memories","journey","Playlist","USQX91300113","2KHRENHQzTIQ001nlP9Gdc"
"Better","Khalid","Suncity","journey","Playlist","USRC11803180","6zeeWid2sgw4lap2jV61PZ"
"COPYCAT","Billie Eilish","dont smile at me","journey","Playlist","USUM71707478","5w7wuzMzsDer96KqxafeRK"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","journey","Playlist","USUM71814888","1A6OTy97kk0mMdm78rHsm8"
"idontwannabeyouanymore","Billie Eilish","dont smile at me","journey","Playlist","USUM71707712","41zXlQxzTi6cGAjpOXyLYH"
"you should see me in a crown","Billie Eilish","you should see me in a crown","journey","Playlist","USUM71810049","6vsV4D8BM6PioRr1UOx0n2"
"when the party's over","Billie Eilish","when the party's over","journey","Playlist","USUM71815958","14JzyD6FlBD5z0wV5P07YI"
"lovely (with Khalid)","Billie Eilish","lovely (with Khalid)","journey","Playlist","USUM71804190","0u2P5u6lvoDfwTYjAADbn4"
"ocean eyes","Billie Eilish","dont smile at me","journey","Playlist","US23A1500056","7hDVYcQq6MxkdJGweuCtl9"
"Love Lies (with Normani)","Khalid","Love Lies (with Normani)","journey","Playlist","USRC11703646","45Egmo7icyopuzJN0oMEdk"
"Better","Khalid","Suncity","journey","Playlist","USRC11803179","2OpBganfGk2GVdSlRdxzaX"
"Want to Want Me","Jason Derulo","Everything Is 4","journey","Playlist","USWB11503046","7oGZAicScQt96OAW4AruYy"
"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER","Raymond v Raymond (Expanded Edition)","journey","Playlist","USLF21000041","4356Typ82hUiFAynbLYbPn"
"Beat It","Michael Jackson","Thriller 25 Super Deluxe Edition","journey","Playlist","USSM19902990","1OOtq8tRnDM8kG2gqUPjAj"
"Bad - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","journey","Playlist","USSM11204980","5lWFrW5T3JtxVCLDb7etPu"
"Thriller","Michael Jackson","Scream","journey","Playlist","USSM19902989","7azo4rpSUh8nXgtonC6Pkq"
"Remember the Time","Michael Jackson","Dangerous","journey","Playlist","USSM10020715","4jnFqNWeJCeCRHc4HCdxfd"
"Don't Stop 'Til You Get Enough","Michael Jackson","Off the Wall","journey","Playlist","USSM17900816","46eu3SBuFCXWsPT39Yg3tJ"
"The Way You Make Me Feel","Michael Jackson","HIStory - PAST, PRESENT AND FUTURE - BOOK I","journey","Playlist","USSM19909066","541jTq3SOEELKvcfA0jHI0"
"Say Say Say - Remastered 2015","Paul McCartney","Pipes Of Peace","journey","Playlist","GBCCS1500052","1db0gbTSKdRQum8VlbNkiO"
"Man in the Mirror","Michael Jackson","HIStory - PAST, PRESENT AND FUTURE - BOOK I","journey","Playlist","USSM18700004","2u2udGmop1z67EPpr91km7"
"Who's That Girl (feat. Eve)","Guy Sebastian","Twenty Ten","journey","Playlist","AUBM01000482","7mlGufYKRiJEO2dglocn6o"
"Like a Drum","Guy Sebastian","Madness","journey","Playlist","AUBM01300560","1QLASZej35mTgLQyNyoZ8F"
"Bloodstone","Guy Sebastian","Conscious","journey","Playlist","AUBM01700692","0xU98OPwjKsdUCuftg8Abz"
"Set In Stone","Guy Sebastian","Conscious","journey","Playlist","AUBM01600386","5fmf2sDbU6cbodUM6On6wg"
"Angels Brought Me Here","Guy Sebastian","Just As I Am","journey","Playlist","AUBM00347701","6lzIABwQGhMa3Xbspb098s"
"Art of Love (feat. Jordin Sparks)","Guy Sebastian","Like It Like That","journey","Playlist","AUBM00900390","2BO8KWwoED1420THvmk3ZH"
"Battle Scars (feat. Lupe Fiasco)","Guy Sebastian","Armageddon","journey","Playlist","AUBM01200186","0J7385nYIZSg34lfJnFjT9"
"Like It Like That","Guy Sebastian","Like It Like That","journey","Playlist","AUBM00900190","7DHjerIyPHNokLIQOmbo9b"
"Shotgun","George Ezra","Staying at Tamara's","journey","Playlist","GBARL1701372","4ofwffwvvnbSkrMSCKQDaC"
"Healing Hands","Conrad Sewell","Ghosts & Heartaches","journey","Playlist","QMCE31801809","1LwnqPolBLuhZKp8zAwaIz"
"Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","journey","Playlist","USUM71809132","0d2iYfpKoM0QCKvcLCkBao"
"Happier","Marshmello","Happier","journey","Playlist","USUG11801651","2dpaYNEQHiRxtZbfNsse99"
"High Hopes","Panic! At The Disco","Pray for the Wicked","journey","Playlist","USAT21801174","1rqqCSm0Qe4I9rUvWncaom"
"I Wanna Know (feat. Bea Miller)","NOTD","I Wanna Know (feat. Bea Miller)","journey","Playlist","SEUM71800123","18W92Zm1KjLCbUIszOhpkD"
"breathin","Ariana Grande","Sweetener","journey","Playlist","USUM71808582","4OafepJy2teCjYJbvFE60J"
"Slave To Love","Bryan Ferry","Boys And Girls","journey","Playlist","GBAAA9900350","1c9dnQbOzw01ID7X2IsYOE"
"I Still Haven't Found What I'm Looking For","U2","The Joshua Tree (Super Deluxe)","journey","Playlist","GBUM70709783","6wpGqhRvJGNNXwWlPmkMyO"
"The Look","Roxette","Look Sharp! (2009 Version)","journey","Playlist","SEAME8878010","0ZfM5XfJTtFPhOxAERRnNY"
"Hungry Heart","Bruce Springsteen","The River","journey","Playlist","USSM18000402","1KsI8NEeAna8ZIdojI3FiT"
"The River","Bruce Springsteen","The River","journey","Playlist","USSM18000407","7HrzErXq3TsKOY1gmdIShB"
