Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Perfect","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700024","0tgVpDi06FyKpA1z0VMD4v"
"Believer","Imagine Dragons","Believer","journey","Playlist","USUM71700626","6VRghJeP6I0w1KxkdWFfIh"
"Eraser","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700020","7oolFzHipTMg2nL7shhdz2"
"Green Light","Lorde","Green Light","journey","Playlist","NZUM71700063","1WC5UN1U79gJlxGLYDGIO7"
"Cold","Maroon 5","Cold","journey","Playlist","USUM71616357","5NNlUMcOEOdoOIwwaWXv0k"
"Slide (feat. Frank Ocean & Migos)","Calvin Harris","Slide (feat. Frank Ocean & Migos)","journey","Playlist","GBARL1700262","6gpcs5eMhJwax4mIfKDYQk"
"New Man","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700030","5HDPtsnyb3maFmPL8LLUTG"
"Dive","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700022","51ChrwmUPDJvedPQnIU8Ls"
"YMCA - Original Version 1978","Village People","YMCA","journey","Playlist","FR6V80878846","54OR1VDpfkBuOY5zZjhZAY"
"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","journey","Playlist","QMUY41600121","0fg8CqpjdojMyXLNzM2PaJ"
"Stay (with Alessia Cara)","Zedd","Stay","journey","Playlist","USUM71700736","0dA2Mk56wEzDgegdC6R17g"
"Chained To The Rhythm","Katy Perry","Chained To The Rhythm","journey","Playlist","USUM71700560","5ndfVSDyPq90jaIUhNPeby"
"That's What I Like","Bruno Mars","24K Magic","journey","Playlist","USAT21602948","0KKkJNfGyhkQ5aFogxQAPU"
"Happier","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700028","2RttW7RAu5nOAfq6YFvApB"
"Something Just Like This","The Chainsmokers","Something Just Like This","journey","Playlist","USQX91700278","1dNIEtp7AY3oDAKCGg2XkH"
"It Ain't Me (with Selena Gomez)","Kygo","It Ain't Me (with Selena Gomez)","journey","Playlist","SEBGA1700015","3eR23VReFzcdmS7TYCrhCe"
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1600462","6PCUP3dWmTjcTtXY02oFdT"
"Shape of You","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1600463","7qiZfU4dY1lWllzX7mPBI3"
"Hold Me Up","Conrad Sewell","Hold Me Up","journey","Playlist","QMCE31400156","6TNN9i2o484cOTck3KUARi"
"Believe","Cher","Believe","journey","Playlist","GBAHT9803002","2goLsvvODILDzeeiT4dAoR"
"Miniskirt","AOA","MINISKIRT","journey","Playlist","KRA491400072","6Yj8kVuVR3UPxx9r5eFEoV"
"How Far I'll Go - From ""Moana""","Alessia Cara","How Far I'll Go (From ""Moana"")","journey","Playlist","USWD11677601","5EbX5xL3O2xT8FxCpYzgUO"
"Scared to Be Lonely","Martin Garrix","Scared to Be Lonely","journey","Playlist","NLM5S1600025","3ebXMykcMXOcLeJ9xZ17XH"
"Help Our Souls (Urban Contact Radio Edit)","NIHILS","Help Our Souls (Urban Contact Radio Edit)","journey","Playlist","NLD141500001","0LIU3eOAwXCZlWOiHuItkj"
"Anomaly","Lights & Motion","Dear Avalanche","journey","Playlist","US4KH1757104","5UqCq6DWkMfFEFxNhQi8zZ"
"Paris","The Chainsmokers","Paris","journey","Playlist","USQX91603031","15vzANxN8G9wWfwAJLLMCg"
"I Ran (So Far Away) - Single Edit","A Flock Of Seagulls","80s 100 Hits","journey","Playlist","GBAHK0500042","173PnvZh4grHTf31DPXDbJ"
"Really Really","AOA","Heart Attack","journey","Playlist","KRA851500037","0w9IZUx6AKFFo6X77MxDTh"
"Melting Love","AOA","AOA 1st Album ANGEL'S KNOCK (1)","journey","Playlist","KRA381700008","5wnwn2ZxfVGLuLTLk5rGa6"
"Need You Tonight","INXS","INXS Remastered","journey","Playlist","GBAMX8700008","1sR4aKaHpLrc9u7g4ii90U"
"Forever Young","Alphaville","Forever Young","journey","Playlist","DEA629260150","4S1VYqwfkLit9mKVY3MXoo"
"Eye of the Tiger","Survivor","Rocky IV","journey","Playlist","USVR19600010","2KH16WveTQWT6KOG9Rg6e2"
"Take on Me","a-ha","Hunting High and Low","journey","Playlist","USWB19901214","2WfaOiMkCvy7F5fcp2zZ8L"
"Wake Me Up Before You Go-Go","Wham!","Make It Big","journey","Playlist","GBBBM8400002","5XsMz0YfEaHZE0MTb1aujs"
"A Thousand Miles - Single Version","Vanessa Carlton","A Thousand Miles (Enhanced)","journey","Playlist","USIR10139448","6t6rudGjkLftasgUiSGcPN"
"Don't Stop Believin'","Journey","The Essential Journey","journey","Playlist","USSM18100116","77NNZQSqzLNqh2A9JhLRkg"
"By Your Side","Jonas Blue","By Your Side","journey","Playlist","GBUM71605281","1D3ODoXHBLpdxolZRHWV1j"
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","I Don’t Wanna Live Forever (Fifty Shades Darker)","journey","Playlist","USQ4E1602586","3NdDpSvN911VPGivFlV5d0"
"On Hold","The xx","On Hold","journey","Playlist","UK7MC1600065","4w2iAP3X4FkpPb5kjRdIDx"
"I Feel It Coming","The Weeknd","Starboy","journey","Playlist","USUG11601012","4RepvCWqsP6zBuzvwYibAS"
"Starboy","The Weeknd","Starboy","journey","Playlist","USUG11600976","5aAx2yezTd8zXrkmtKl66Z"
"Secrets","The Weeknd","Starboy","journey","Playlist","USUG11601000","6kP57bEoT8R9ytlGUfUTmB"
"All I Know","The Weeknd","Starboy","journey","Playlist","USUG11601010","7LjrpYAKy6hPmncnK2Ju9s"
"Rockin’","The Weeknd","Starboy","journey","Playlist","USUG11600999","5HR4CYT5nPpFy8m9wJQgrr"
"Dynamite","Taio Cruz","Rokstarr","journey","Playlist","GBUM71003721","1DqdF42leyFIzqNDv9CjId"
"Halo","Beyoncé","I AM...SASHA FIERCE","journey","Playlist","USSM10804556","4JehYebiI9JE8sR8MisGVb"
"I Feel It Coming","The Weeknd","I Feel It Coming","journey","Playlist","USUG11601012","0VeYT2aD9t65JgofFZGpKl"
"Six Feet Under","The Weeknd","Starboy","journey","Playlist","USUG11601004","54Bdz1CeXqh2fpAfGT59CN"
"Rockin’","The Weeknd","Starboy","journey","Playlist","USUG11600999","36YCdzT57us0LhDmCYtrNE"
"Call On Me - Ryan Riback Remix","Starley","Call On Me (Remixes)","journey","Playlist","AUUM71601079","3VbV2BIXQbb5eYVWqA8nLC"
"24K Magic","Bruno Mars","24K Magic","journey","Playlist","USAT21602944","2gFvRmQiWg9fN9i74Q0aiw"
"Black Beatles","Rae Sremmurd","SremmLife 2 (Deluxe)","journey","Playlist","USUM71603293","21xJVN5wEbJogczYxfZhqR"
"Untouched","The Veronicas","Hook Me Up","journey","Playlist","USWB10704602","0KlahhzNb98zyN83Vwae0l"
"On Your Side","The Veronicas","On Your Side","journey","Playlist","AUBM01600372","7mTgsbq7n8jgnwLswpgugB"
"You Ruin Me","The Veronicas","The Veronicas","journey","Playlist","AUBM01400384","49W2j3DMkmmxPHL1pok4Bt"
"Berzerk","Eminem","The Marshall Mathers LP2","journey","Playlist","USUM71311375","2vbWpgFRbqbVZFybdCgm6M"
"Not Afraid","Eminem","Recovery","journey","Playlist","USUM71011769","4hEl2wrneFEJbJ6SDYWd2f"
"Mockingbird","Eminem","Curtain Call (Deluxe)","journey","Playlist","USIR10400813","17baAghWcrewNOcc9dCewx"
"The Real Slim Shady","Eminem","Curtain Call (Deluxe)","journey","Playlist","USIR10000448","1MYlx4dBtiyjn7K8YSyfzT"
"My Name Is","Eminem","Curtain Call (Deluxe)","journey","Playlist","USIR19902059","4rc9kQ6qyssElIccFJgbJb"
"Payphone","Maroon 5","Overexposed Track By Track","journey","Playlist","USUM71203347","1XGmzt0PVuFgQYYnV2It7A"
"Sugar","Maroon 5","V - Deluxe","journey","Playlist","USUM71410340","494OU6M7NOf4ICYb4zWCf5"
"Don't Wanna Know","Maroon 5","Don't Wanna Know","journey","Playlist","USUM71609975","5MFzQMkrl1FOOng9tq6R9r"
"Shake It","Metro Station","Metro Station","journey","Playlist","USSM10702537","5619Ojc6t9evEEs3B7Drhe"
"Demons","Imagine Dragons","Night Visions (Deluxe)","journey","Playlist","USUM71201071","2Oehrcv4Kov0SuIgWyQY9e"
"Mama Said","Lukas Graham","Lukas Graham","journey","Playlist","USWB11600081","5ArQzSBevAdXTxRY6Ulhbq"
"All We Know","The Chainsmokers","All We Know","journey","Playlist","USQX91602153","2rizacJSyD9S1IQUxUxnsK"
"The Monster","Eminem","The Marshall Mathers LP2 (Deluxe)","journey","Playlist","USUM71314082","5U8hKxSaDXB8cVeLFQjvwx"
"Lose Yourself - From ""8 Mile"" Soundtrack","Eminem","Curtain Call (Deluxe)","journey","Playlist","USIR10211559","7w9bgPAmPTtrkt2v16QWvQ"
"Without Me","Eminem","Curtain Call (Deluxe)","journey","Playlist","USIR10211038","5pBvNeOAJ54zgd5lEOmM3b"
"Hot N Cold","Katy Perry","Hot N Cold","journey","Playlist","USCA20802544","22Lg6vvMS2JC07aAjsGvtU"
"Immortals","Fall Out Boy","American Beauty/American Psycho","journey","Playlist","USUM71417740","6OZPl7bOm8EOshsVmWH5W8"
"Paradise","Coldplay","Mylo Xyloto","journey","Playlist","GBAYE1101143","6nek1Nin9q48AVZcWs9e9D"
"A Sky Full of Stars","Coldplay","Ghost Stories","journey","Playlist","GBAYE1400217","0FDzzruyVECATHXKHFs9eJ"
"Viva La Vida","Coldplay","Viva La Vida Or Death And All His Friends","journey","Playlist","GBAYE0800265","68l6YZZ8TlcWVq98l5eW6l"
"Hollaback Girl","Gwen Stefani","Love Angel Music Baby","journey","Playlist","USIR10400847","0eqH0ALoDQevq59YcQ53KE"
"My Sunshine","Mashd N Kutcher","My Sunshine","journey","Playlist","AUWA01500427","38rau7v1Q8RX4ZYmpdFUpn"
"Still into You","Paramore","Paramore","journey","Playlist","USAT21300012","1yjY7rpaAQvKwpdUliHx0d"
"Stay The Night - featuring Hayley Williams of Paramore","Zedd","Stay The Night","journey","Playlist","USUM71311478","2qq7sHFIexFKEvlNghevsj"
"Summertime Sadness","Lana Del Rey","Born To Die - The Paradise Edition","journey","Playlist","GBUM71111565","3BJe4B8zGnqEdQPMvfVjuS"
"Young And Beautiful","Lana Del Rey","Young And Beautiful","journey","Playlist","GBUM71301823","5UzTtUZper0CphnqZYvsIu"
"Classic","MKTO","MKTO","journey","Playlist","USSM11301446","2Dz8KeCYs9awlwUJStJlmh"
"Giorgio by Moroder","Daft Punk","Random Access Memories","journey","Playlist","USQX91300103","0oks4FnzhNp5QPTZtoet7c"
"Instant Crush (feat. Julian Casablancas)","Daft Punk","Random Access Memories","journey","Playlist","USQX91300105","2cGxRwrMyEAp8dEbuZaVv6"
"Lose Yourself to Dance (feat. Pharrell Williams)","Daft Punk","Random Access Memories","journey","Playlist","USQX91300106","5CMjjywI0eZMixPeqNd75R"
"Harder, Better, Faster, Stronger","Daft Punk","Discovery","journey","Playlist","GBDUW0000059","5W3cjX2J3tjhG8zb6u0qHn"
"Get Lucky (feat. Pharrell Williams and Nile Rodgers)","Daft Punk","Random Access Memories","journey","Playlist","USQX91300108","69kOkLUCkxIZYexIgSG8rq"
"One More Time","Daft Punk","Discovery","journey","Playlist","GBDUW0000053","0DiWol3AO6WpXZgp0goxAV"
"Capsize","FRENSHIP","Truce - EP","journey","Playlist","USSM11605173","2XMTqoHHSH0lvuXrvIEdco"
"Starboy","The Weeknd","Starboy","journey","Playlist","USUG11600976","7lQqaqZu0vjxzpdATOIsDt"
"Never Seen This Before","The Delta Riggs","Active Galactic","journey","Playlist","AUVWE1600183","7F6tLou2pWEpEyrgKvLc2X"
"Perfect Strangers","Jonas Blue","Perfect Strangers","journey","Playlist","GBUM71602437","1CUVN2kn7mW5FjkqXTR2W1"
"The Greatest","Sia","The Greatest","journey","Playlist","USRC11601332","1a3uzQ3CUOUzmpbfsgzlaV"
"Secrets","OneRepublic","Waking Up","journey","Playlist","USUM70985644","4zweVv3Wa6XgexhoUOzkYs"
"Apologize","OneRepublic","Dreaming Out Loud (International Version)","journey","Playlist","USUM70757102","6fOPuabPdAJ0HgqJFcDGb1"
"Counting Stars","OneRepublic","Native","journey","Playlist","USUM71301306","1QzFhzIOW7CyRJLpmq5CM0"
"I Won't Give Up","Jason Mraz","Love Is a Four Letter Word","journey","Playlist","USEE11100768","5ivF4eQBqJiVL5IAE9jRyl"
"I'm Yours","Jason Mraz","We Sing. We Dance. We Steal Things.","journey","Playlist","USEE10800667","1EzrEOXmMH3G43AXT1y7pA"
"Drive By","Train","California 37","journey","Playlist","USSM11106876","0KAiuUOrLTIkzkpfpn9jb9"
"Hey, Soul Sister","Train","Save Me, San Francisco","journey","Playlist","USSM10904113","24YvUQnuPL8gObCfSnAobH"
"Drops of Jupiter (Tell Me)","Train","Drops Of Jupiter","journey","Playlist","USSM10019751","2hKdd3qO7cWr2Jo0Bcs0MA"
"Hey, Soul Sister","Train","Hey, Soul Sister","journey","Playlist","USSM10904113","0KpfYajJVVGgQ32Dby7e9i"
"For the First Time","The Script","Science & Faith","journey","Playlist","GBARL1000776","49kjlZP49LMD1MrrcvXDET"
"Hall of Fame (feat. will.i.am)","The Script","#3 Deluxe Version","journey","Playlist","GBARL1201055","7wMq5n8mYSKlQIGECKUgTX"
"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis","The Heist","journey","Playlist","GMM881200021","3bidbhpOYeV4knp8AIu8Xn"
"Gold","Kiiara","low kii savage","journey","Playlist","USAT21503773","6ZSO7kPn8IMJFymyticbJO"
"You & Me","Marc E. Bassy","You & Me","journey","Playlist","USUM71603788","1bb2jMLU78mIQJ2r1GB7Rs"
"Please Don't Go","Joel Adams","Please Don't Go","journey","Playlist","AUZN31500442","3cNjgVBKTJ1SvKhunrCdVy"
"Superheroes","The Script","No Sound Without Silence","journey","Playlist","GBARL1400978","37sINbJZcFdHFAsVNsPq1i"
"That's How You Know (feat. Kid Ink & Bebe Rexha)","Nico & Vinz","That's How You Know (feat. Kid Ink & Bebe Rexha)","journey","Playlist","USWB11507836","3icbmPGKTsKAa0IinkizCM"
"In My Blood","The Veronicas","In My Blood","journey","Playlist","AUBM01600174","0x4GHzCjY5MGQ960CHnVHz"
"Tilted","Christine and the Queens","Tilted","journey","Playlist","FR6P11500950","6lL22DLq2riNjSaFQLSvdw"
"Cold Water (feat. Justin Bieber & MØ)","Major Lazer","Cold Water (feat. Justin Bieber & MØ)","journey","Playlist","QMUY41600027","3Si8y5xSh5wcn26l2yqV84"
"Don't Mind","Kent Jones","Don't Mind","journey","Playlist","USSM11603011","27PmvZoffODNFW2p7ehZTQ"
"In the Name of Love","Martin Garrix","In the Name of Love","journey","Playlist","NLM5S1600003","23L5CiUhw2jV1OIMwthR3S"
"Final Song","MØ","Final Song","journey","Playlist","GBARL1600463","4qqArAiTPueDxIp7cf87h7"
"The Ocean (feat. Shy Martin)","Mike Perry","The Ocean (feat. Shy Martin)","journey","Playlist","SE3AA1600005","2CPqh63wRVscbceKcPxwvv"
"Let Me Love You","DJ Snake","Encore","journey","Playlist","QMZSY1600015","0lYBSQXN6rCTvUZvg9S0lU"
"Never Be Like You","Flume","Skin","journey","Playlist","AUFF01500784","15O20RQyWJgKrkHID9ynT9"
"Closer","The Chainsmokers","Closer","journey","Playlist","USQX91601347","7BKLCZ1jbUBVqRi2FVlTVw"
"Capsize","FRENSHIP","Capsize","journey","Playlist","USSM11605173","3GBlLqIYgB8zWaeWDNJzdh"
"Uma Thurman","Fall Out Boy","American Beauty/American Psycho","journey","Playlist","USUM71417734","34Jeq8ktRzyOW1uw40InVy"
"Let's Get It Started","Black Eyed Peas","Let's Get It Started","journey","Playlist","USIR10400344","05qXhd5dgfDS5mDEf7dbfN"
"Where Is The Love?","Black Eyed Peas","R&B Collaborations 2007 (International Version)","journey","Playlist","USIR10311862","5qtkvVNDdfCT7QAW726uvO"
"Just Can’t Get Enough","Black Eyed Peas","The Beginning","journey","Playlist","USUM71026671","6HePVKyIeL20JWLVthsU9c"
"Boom Boom Pow","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","journey","Playlist","USUM70955624","3oDFtOhcN08qeDPAK6MEQG"
"Pump It","Black Eyed Peas","Monkey Business","journey","Playlist","USIR10500407","7KIbDUwumrpG5f30kEYW1v"
"I Gotta Feeling","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","journey","Playlist","USUM70965169","70cTMpcgWMcR18t9MRJFjB"
"Dear Life","Delta Goodrem","Dear Life","journey","Playlist","AUBM01600098","4SdOGrtf5KPcXdmB5iIEhe"
"Ride","Twenty One Pilots","Blurryface","journey","Playlist","USAT21500598","2Z8WuEywRWYTKe1NybPQEW"
"Once In a While","Timeflies","Once In a While","journey","Playlist","TCACL1659817","6cREm4bV7V79Yxdilx9HDo"
"i hate u, i love u (feat. olivia o'brien)","gnash","us","journey","Playlist","USAT21601051","7vRriwrloYVaoAe3a9wJHe"
"This Is What You Came For","Calvin Harris","This Is What You Came For","journey","Playlist","GBARL1600460","0azC730Exh71aQlOt9Zj3y"
"It Wasn't Me","Shaggy","Hot Shot (International Version #2)","journey","Playlist","USMC10000393","1lzr43nnXAijIGYnCT8M8H"
"Make Me Like You","Gwen Stefani","This Is What The Truth Feels Like","journey","Playlist","USUM71600827","5robRLVa4HUE1k5sb25z2X"
"Never Be Like You","Flume","Never Be Like You","journey","Playlist","AUFF01500784","3aOOdPuYGCRzrFEiTXABEd"
"삐딱하게 (Crooked)","G-DRAGON","COUP D'ETAT","journey","Playlist","KRA341323542","5Rei61HA8R3TR4b0kOEINA"
"Golden (feat. Sia)","Travie McCoy","Golden (feat. Sia)","journey","Playlist","USAT21501653","0HZWWaKieQ9ZETkTEUVTH2"
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","journey","Playlist","USRC11600876","6JV2JOEocMgcZxYSZelKcc"
"Don't Let Me Down","The Chainsmokers","Don't Let Me Down","journey","Playlist","USQX91600011","1i1fxkWeaMmKEB4T7zqbzK"
"LIKE I WOULD","ZAYN","Mind Of Mine (Deluxe Edition)","journey","Playlist","USRC11600403","1zWMf9bVyhY5W3ZORbjNWt"
"My House","Flo Rida","My House","journey","Playlist","USAT21500384","6Knv6wdA0luoMUuuoYi2i1"
"PILLOWTALK","ZAYN","Mind Of Mine (Deluxe Edition)","journey","Playlist","USRC11600042","0PDUDa38GO8lMxLCRc4lL1"
"7 Years","Lukas Graham","Lukas Graham","journey","Playlist","USWB11506516","5kqIPrATaCc2LqxVWzQGbk"
"Dance Off (feat. Idris Elba & Anderson .Paak)","Macklemore & Ryan Lewis","This Unruly Mess I've Made","journey","Playlist","GMM881600008","7pDxNYVQLKzrbkCe8OCag3"
"And We Danced (feat. Ziggy Stardust)","Macklemore","The Unplanned Mixtape","journey","Playlist","usx9p0979406","1FCQEg7wOK9IIBuxx63krr"
"Higher","Hilltop Hoods","Drinking From The Sun, Walking Under Stars Restrung","journey","Playlist","AUHT01503043","1tOT50hl9UG9kGif08Fan5"
"Some Nights","fun.","Some Nights","journey","Playlist","USAT21104050","6t6oULCRS6hnI7rm0h5gwl"
"We Are Young (feat. Janelle Monáe)","fun.","Some Nights","journey","Playlist","USAT21101399","7a86XRg84qjasly9f6bPSD"
"Thunderstruck","AC/DC","The Razors Edge","journey","Playlist","AUAP09000014","57bgtoPSgt236HzfBOd8kj"
"Everybody Talks","Neon Trees","Everybody Talks","journey","Playlist","USUM71119189","5JGxJFdgOQdJZdmyEzDtTj"
"Love Myself","Hailee Steinfeld","HAIZ","journey","Playlist","USUM71510716","4Y6IdA3e4wwLrbKHDjufaC"
"Powerful","Major Lazer","Powerful (Remixes)","journey","Playlist","QMUY41500013","37jalmkAdkohJQj98FGU7r"
"Shots - Broiler Remix","Imagine Dragons","Smoke + Mirrors (Deluxe)","journey","Playlist","USUM71503624","0z8yrlXSjnI29Rv30RssNI"
"Drive","Glades","Drive","journey","Playlist","TCACL1613780","7GWaGnbGZEg1Pquhr07cVz"
"Wild Emotion","Asta","Wild Emotion","journey","Playlist","AUWA01600039","6H2U03IzNUuBbimSIxkFGE"
"King Kunta","Kendrick Lamar","To Pimp A Butterfly","journey","Playlist","USUM71502494","1vffte5WTHIik37ePfJdo4"
"Fast Car","Jonas Blue","Fast Car","journey","Playlist","GBUM71507621","6OZh916QF8XNunWaP97WEZ"
"In The Night","The Weeknd","Beauty Behind The Madness","journey","Playlist","USUG11500951","7fPHfBCyKE3aVCBjE4DAvl"
"Stressed Out","Twenty One Pilots","Blurryface","journey","Playlist","USAT21500597","3CRDbSIZ4r5MsZ0YwxuEkn"
"All My Friends (feat. Tinashe & Chance the Rapper)","Snakehips","All My Friends (feat. Tinashe & Chance the Rapper)","journey","Playlist","GBARL1501370","6TaqooOXAEcijL6G1AWS2K"
"Another One Bites The Dust - Remastered 2011","Queen","The Game (2011 Remaster)","journey","Playlist","GBUM71029605","5vdp5UmvTsnMEMESIF2Ym7"
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","journey","Playlist","GBUM71029610","5T8EDUDqKcs6OSOwEsfqG7"
"Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (2011 Remaster)","journey","Playlist","GBUM71029604","1AhDOtG9vPSOmsWgNW0BEY"
"Love Never Felt So Good","Michael Jackson","XSCAPE","journey","Playlist","USSM11401744","0S5EEpFAHcT7cm5XOASc29"
"Black or White","Michael Jackson","Dangerous","journey","Playlist","USSM19000733","7EsjkelQuoUlJXEw7SeVV4"
"SexyBack (feat. Timbaland)","Justin Timberlake","FutureSex/LoveSounds","journey","Playlist","USJI10600269","0O45fw2L5vsWpdsOdXwNAR"
"Me, Myself & I","G-Eazy","When It's Dark Out","journey","Playlist","USRC11502210","40YcuQysJ0KlGQTeGUosTC"
"See You Again (feat. Charlie Puth)","Wiz Khalifa","See You Again (feat. Charlie Puth)","journey","Playlist","USAT21500313","7wqSzGeodspE3V6RBD5W8L"
"Let Her Go","Passenger","Absolute Summer Hits 2013","journey","Playlist","GBMQN1100004","7exngiM57Lwyri2IJU7hiB"
"Jubel - Radio Edit","Klingande","Jubel","journey","Playlist","FR9W11310765","6INwti4FZM31l0lJDKbpxn"
"Same Old Love","Selena Gomez","Revival (Deluxe)","journey","Playlist","USUM71510437","6ZANrVuAMp2rpjhfbOuJly"
"Ocean Drive","Duke Dumont","Ocean Drive","journey","Playlist","GBUM71504503","0k93MXOj0kSXo84SvSDeUz"
"Hello","Adele","Hello","journey","Playlist","GBBKS1500214","1MDoll6jK4rrk2BcFRP5i7"
"Good For You","Selena Gomez","Good For You","journey","Playlist","USUM71508454","6kBp8w67thoYqTUOQVSGFg"
"Never Forget You","Zara Larsson","Never Forget You","journey","Playlist","SEWEE1500801","6WLS56xiRrXjSm9RSdL3zD"
"Sorry","Justin Bieber","Purpose (Deluxe)","journey","Playlist","USUM71516760","69bp2EbF7Q2rqc5N3ylezZ"
"Walking On A Dream","Empire Of The Sun","Walking On A Dream (Special Edition)","journey","Playlist","AUEI10800039","6A6qBFJHid4WutQu6HHEZt"
